,clump_p1,clump_r2,clump_kb,p_window_size,p_slide_size,p_LD_threshold,numberofpca,h2,numberofvariants,h2model,clumpprune,Method,Phenotype,relatedmatrix,data,Unnamed: 0.1,refset,weightset,alphamodelvalue,precomputedfile
295,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.36543264,27949.8,HE regression_centered_genotype_covariate,yes,Gemma1-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
296,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.383915736,27949.8,HE regression_centered_genotype_covariate_pca,yes,Gemma1-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
297,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.086636,27949.8,HE regression_standardized_genotype,yes,Gemma1-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
298,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.191781416,27949.8,HE regression_standardized_genotype_covariate,yes,Gemma1-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
299,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.18087522,27949.8,HE regression_standardized_genotype_covariate_pca,yes,Gemma1-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
300,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.6473055999999999,598445.4,HE regression_centered_genotype,no,Gemma1-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
301,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.2706922,598445.4,HE regression_centered_genotype_covariate,no,Gemma1-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
302,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.22921938,598445.4,HE regression_centered_genotype_covariate_pca,no,Gemma1-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
303,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.52849328,598445.4,HE regression_standardized_genotype,no,Gemma1-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
304,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.2607415999999999,598445.4,HE regression_standardized_genotype_covariate,no,Gemma1-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
305,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.2114604,598445.4,HE regression_standardized_genotype_covariate_pca,no,Gemma1-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
306,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0818163999999999,27949.8,REML AI algorithm_centered_genotype,yes,Gemma1-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
307,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.01656359,27949.8,REML AI algorithm_centered_genotype_covariate,yes,Gemma1-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
308,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.03011321,27949.8,REML AI algorithm_centered_genotype_covariate_pca,yes,Gemma1-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
309,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.67758288,27949.8,REML AI algorithm_standardized_genotype,yes,Gemma1-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
310,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.40500721,27949.8,REML AI algorithm_standardized_genotype_covariate,yes,Gemma1-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
311,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.42152044,27949.8,REML AI algorithm_standardized_genotype_covariate_pca,yes,Gemma1-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
312,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5749068,598445.4,REML AI algorithm_centered_genotype,no,Gemma1-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
313,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.2030348699999999,598445.4,REML AI algorithm_centered_genotype_covariate,no,Gemma1-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
314,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.169157278,598445.4,REML AI algorithm_centered_genotype_covariate_pca,no,Gemma1-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
315,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.54249778,598445.4,REML AI algorithm_standardized_genotype,no,Gemma1-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
316,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.31852176,598445.4,REML AI algorithm_standardized_genotype_covariate,no,Gemma1-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
317,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3702684,598445.4,REML AI algorithm_standardized_genotype_covariate_pca,no,Gemma1-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
318,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.6655577800000001,169812.2,HE regression_centered_genotype,yes,Gemma1-Heritability,migraine,0.0,0.0,,,,,
319,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.820765,169812.2,HE regression_centered_genotype_covariate,yes,Gemma1-Heritability,migraine,0.0,0.0,,,,,
320,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.8157342,169812.2,HE regression_centered_genotype_covariate_pca,yes,Gemma1-Heritability,migraine,0.0,0.0,,,,,
321,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1494787999999999,169812.2,HE regression_standardized_genotype,yes,Gemma1-Heritability,migraine,0.0,0.0,,,,,
322,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1338925999999999,169812.2,HE regression_standardized_genotype_covariate,yes,Gemma1-Heritability,migraine,0.0,0.0,,,,,
323,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1389394,169812.2,HE regression_standardized_genotype_covariate_pca,yes,Gemma1-Heritability,migraine,0.0,0.0,,,,,
324,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.168331,598475.6,HE regression_centered_genotype,no,Gemma1-Heritability,migraine,0.0,0.0,,,,,
325,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.2689472,598475.6,HE regression_centered_genotype_covariate,no,Gemma1-Heritability,migraine,0.0,0.0,,,,,
326,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.3079148,598475.6,HE regression_centered_genotype_covariate_pca,no,Gemma1-Heritability,migraine,0.0,0.0,,,,,
327,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.1202838599999999,598475.6,HE regression_standardized_genotype,no,Gemma1-Heritability,migraine,0.0,0.0,,,,,
328,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.09148668,598475.6,HE regression_standardized_genotype_covariate,no,Gemma1-Heritability,migraine,0.0,0.0,,,,,
329,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.1288762,598475.6,HE regression_standardized_genotype_covariate_pca,no,Gemma1-Heritability,migraine,0.0,0.0,,,,,
330,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.00898331984,169812.2,REML AI algorithm_centered_genotype,yes,Gemma1-Heritability,migraine,0.0,0.0,,,,,
331,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0041051701746,169812.2,REML AI algorithm_centered_genotype_covariate,yes,Gemma1-Heritability,migraine,0.0,0.0,,,,,
332,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.003461199308,169812.2,REML AI algorithm_centered_genotype_covariate_pca,yes,Gemma1-Heritability,migraine,0.0,0.0,,,,,
333,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.18064982,169812.2,REML AI algorithm_standardized_genotype,yes,Gemma1-Heritability,migraine,0.0,0.0,,,,,
334,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.12077422,169812.2,REML AI algorithm_standardized_genotype_covariate,yes,Gemma1-Heritability,migraine,0.0,0.0,,,,,
335,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1526442,169812.2,REML AI algorithm_standardized_genotype_covariate_pca,yes,Gemma1-Heritability,migraine,0.0,0.0,,,,,
336,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.039715482,598475.6,REML AI algorithm_centered_genotype,no,Gemma1-Heritability,migraine,0.0,0.0,,,,,
337,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0765101224,598475.6,REML AI algorithm_centered_genotype_covariate,no,Gemma1-Heritability,migraine,0.0,0.0,,,,,
338,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0568698511999999,598475.6,REML AI algorithm_centered_genotype_covariate_pca,no,Gemma1-Heritability,migraine,0.0,0.0,,,,,
339,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.4324816,598475.6,REML AI algorithm_standardized_genotype,no,Gemma1-Heritability,migraine,0.0,0.0,,,,,
340,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.39363328,598475.6,REML AI algorithm_standardized_genotype_covariate,no,Gemma1-Heritability,migraine,0.0,0.0,,,,,
341,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3370634,598475.6,REML AI algorithm_standardized_genotype_covariate_pca,no,Gemma1-Heritability,migraine,0.0,0.0,,,,,
342,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.6101272000000001,169925.8,HE regression_centered_genotype,yes,Gemma1-Heritability,SampleData1,0.0,0.0,,,,,
343,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.4929366,169925.8,HE regression_centered_genotype_covariate,yes,Gemma1-Heritability,SampleData1,0.0,0.0,,,,,
344,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5469938000000001,169925.8,HE regression_centered_genotype_covariate_pca,yes,Gemma1-Heritability,SampleData1,0.0,0.0,,,,,
345,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.6445412,169925.8,HE regression_standardized_genotype,yes,Gemma1-Heritability,SampleData1,0.0,0.0,,,,,
346,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.3956884,169925.8,HE regression_standardized_genotype_covariate,yes,Gemma1-Heritability,SampleData1,0.0,0.0,,,,,
347,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1055154599999999,169925.8,HE regression_standardized_genotype_covariate_pca,yes,Gemma1-Heritability,SampleData1,0.0,0.0,,,,,
348,1.0,0.1,200.0,200.0,50.0,0.25,6.0,1.3467759999999998,543195.2,HE regression_centered_genotype,no,Gemma1-Heritability,SampleData1,0.0,0.0,,,,,
349,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5292998,543195.2,HE regression_centered_genotype_covariate,no,Gemma1-Heritability,SampleData1,0.0,0.0,,,,,
350,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.9317598,543195.2,HE regression_centered_genotype_covariate_pca,no,Gemma1-Heritability,SampleData1,0.0,0.0,,,,,
351,1.0,0.1,200.0,200.0,50.0,0.25,6.0,1.675788,543195.2,HE regression_standardized_genotype,no,Gemma1-Heritability,SampleData1,0.0,0.0,,,,,
352,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5916612000000001,543195.2,HE regression_standardized_genotype_covariate,no,Gemma1-Heritability,SampleData1,0.0,0.0,,,,,
353,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.8702572,543195.2,HE regression_standardized_genotype_covariate_pca,no,Gemma1-Heritability,SampleData1,0.0,0.0,,,,,
354,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.7839807999999999,169925.8,REML AI algorithm_centered_genotype,yes,Gemma1-Heritability,SampleData1,0.0,0.0,,,,,
355,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.7798092,169925.8,REML AI algorithm_centered_genotype_covariate,yes,Gemma1-Heritability,SampleData1,0.0,0.0,,,,,
356,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5825349099999999,169925.8,REML AI algorithm_centered_genotype_covariate_pca,yes,Gemma1-Heritability,SampleData1,0.0,0.0,,,,,
357,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.8859769999999999,169925.8,REML AI algorithm_standardized_genotype,yes,Gemma1-Heritability,SampleData1,0.0,0.0,,,,,
358,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.5902348,169925.8,REML AI algorithm_standardized_genotype_covariate,yes,Gemma1-Heritability,SampleData1,0.0,0.0,,,,,
359,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.298632266,169925.8,REML AI algorithm_standardized_genotype_covariate_pca,yes,Gemma1-Heritability,SampleData1,0.0,0.0,,,,,
360,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.9997064,543195.2,REML AI algorithm_centered_genotype,no,Gemma1-Heritability,SampleData1,0.0,0.0,,,,,
361,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.9136098,543195.2,REML AI algorithm_centered_genotype_covariate,no,Gemma1-Heritability,SampleData1,0.0,0.0,,,,,
362,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.9160024,543195.2,REML AI algorithm_centered_genotype_covariate_pca,no,Gemma1-Heritability,SampleData1,0.0,0.0,,,,,
363,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.999923,543195.2,REML AI algorithm_standardized_genotype,no,Gemma1-Heritability,SampleData1,0.0,0.0,,,,,
364,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.9083418,543195.2,REML AI algorithm_standardized_genotype_covariate,no,Gemma1-Heritability,SampleData1,0.0,0.0,,,,,
365,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.8802182000000001,543195.2,REML AI algorithm_standardized_genotype_covariate_pca,no,Gemma1-Heritability,SampleData1,0.0,0.0,,,,,
366,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1559122,27515.0,HE regression_genotype,yes,Gemma2-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
367,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1544528,27515.0,HE regression_genotype_covariate,yes,Gemma2-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
368,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1573015999999999,27515.0,HE regression_genotype_covariate_pca,yes,Gemma2-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
369,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.129021,82362.0,HE regression_genotype,no,Gemma2-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
370,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.128277,82362.0,HE regression_genotype_covariate,no,Gemma2-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
371,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1297632,82362.0,HE regression_genotype_covariate_pca,no,Gemma2-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
372,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1271764,25824.2,HE regression_genotype,yes,Gemma2-Heritability,hypertension,0.0,0.0,,,,,
373,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1260264,25824.2,HE regression_genotype_covariate,yes,Gemma2-Heritability,hypertension,0.0,0.0,,,,,
374,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1283804,25824.2,HE regression_genotype_covariate_pca,yes,Gemma2-Heritability,hypertension,0.0,0.0,,,,,
375,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.06093088,78742.2,HE regression_genotype,no,Gemma2-Heritability,hypertension,0.0,0.0,,,,,
376,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.06065032,78742.2,HE regression_genotype_covariate,no,Gemma2-Heritability,hypertension,0.0,0.0,,,,,
377,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0612456,78742.2,HE regression_genotype_covariate_pca,no,Gemma2-Heritability,hypertension,0.0,0.0,,,,,
378,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.155898,168683.8,HE regression_genotype,yes,Gemma2-Heritability,depression,0.0,0.0,,,,,
379,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.152228,168683.8,HE regression_genotype_covariate,yes,Gemma2-Heritability,depression,0.0,0.0,,,,,
380,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1551348,168683.8,HE regression_genotype_covariate_pca,yes,Gemma2-Heritability,depression,0.0,0.0,,,,,
381,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.08191804,531018.0,HE regression_genotype,no,Gemma2-Heritability,depression,0.0,0.0,,,,,
382,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0808639,531018.0,HE regression_genotype_covariate,no,Gemma2-Heritability,depression,0.0,0.0,,,,,
383,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.08174946,531018.0,HE regression_genotype_covariate_pca,no,Gemma2-Heritability,depression,0.0,0.0,,,,,
384,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.03590656,27198.2,HE regression_genotype,yes,Gemma2-Heritability,asthma,0.0,0.0,,,,,
385,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.03563636,27198.2,HE regression_genotype_covariate,yes,Gemma2-Heritability,asthma,0.0,0.0,,,,,
386,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.03628102,27198.2,HE regression_genotype_covariate_pca,yes,Gemma2-Heritability,asthma,0.0,0.0,,,,,
387,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.02607426,81159.8,HE regression_genotype,no,Gemma2-Heritability,asthma,0.0,0.0,,,,,
388,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.02606926,81159.8,HE regression_genotype_covariate,no,Gemma2-Heritability,asthma,0.0,0.0,,,,,
389,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.02638322,81159.8,HE regression_genotype_covariate_pca,no,Gemma2-Heritability,asthma,0.0,0.0,,,,,
390,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0007972815999999,947.4,HE regression_genotype,yes,Gemma2-Heritability,osteoarthritis,0.0,0.0,,,,,
391,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0007971581999999,947.4,HE regression_genotype_covariate,yes,Gemma2-Heritability,osteoarthritis,0.0,0.0,,,,,
392,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0008053506,947.4,HE regression_genotype_covariate_pca,yes,Gemma2-Heritability,osteoarthritis,0.0,0.0,,,,,
393,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0008219936,1245.8,HE regression_genotype,no,Gemma2-Heritability,osteoarthritis,0.0,0.0,,,,,
394,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0008227913999999,1245.8,HE regression_genotype_covariate,no,Gemma2-Heritability,osteoarthritis,0.0,0.0,,,,,
395,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.000828757,1245.8,HE regression_genotype_covariate_pca,no,Gemma2-Heritability,osteoarthritis,0.0,0.0,,,,,
396,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1252155999999999,175895.8,HE regression_genotype,yes,Gemma2-Heritability,high_cholesterol,0.0,0.0,,,,,
397,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1220088,175895.8,HE regression_genotype_covariate,yes,Gemma2-Heritability,high_cholesterol,0.0,0.0,,,,,
398,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1243263999999999,175895.8,HE regression_genotype_covariate_pca,yes,Gemma2-Heritability,high_cholesterol,0.0,0.0,,,,,
399,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.06746432,553320.0,HE regression_genotype,no,Gemma2-Heritability,high_cholesterol,0.0,0.0,,,,,
400,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.06641316,553320.0,HE regression_genotype_covariate,no,Gemma2-Heritability,high_cholesterol,0.0,0.0,,,,,
401,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0672278799999999,553320.0,HE regression_genotype_covariate_pca,no,Gemma2-Heritability,high_cholesterol,0.0,0.0,,,,,
402,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0866639,175386.8,HE regression_genotype,yes,Gemma2-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
403,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0846072799999999,175386.8,HE regression_genotype_covariate,yes,Gemma2-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
404,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0861963,175386.8,HE regression_genotype_covariate_pca,yes,Gemma2-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
405,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0295101,552362.8,HE regression_genotype,no,Gemma2-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
406,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.02909776,552362.8,HE regression_genotype_covariate,no,Gemma2-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
407,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.02952346,552362.8,HE regression_genotype_covariate_pca,no,Gemma2-Heritability,irritable_bowel_syndrome,0.0,0.0,,,,,
408,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.07499186,27908.8,HE regression_genotype,yes,Gemma2-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
409,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.07432822,27908.8,HE regression_genotype_covariate,yes,Gemma2-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
410,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.07576716,27908.8,HE regression_genotype_covariate_pca,yes,Gemma2-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
411,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.06010516,83411.6,HE regression_genotype,no,Gemma2-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
412,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0598492399999999,83411.6,HE regression_genotype_covariate,no,Gemma2-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
413,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.06052752,83411.6,HE regression_genotype_covariate_pca,no,Gemma2-Heritability,hypothyroidism_myxoedema,0.0,0.0,,,,,
414,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.01849184,27866.0,HE regression_genotype,yes,Gemma2-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
415,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.01835224,27866.0,HE regression_genotype_covariate,yes,Gemma2-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
416,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0186842999999999,27866.0,HE regression_genotype_covariate_pca,yes,Gemma2-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
417,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.009439934,83369.2,HE regression_genotype,no,Gemma2-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
418,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.009394406,83369.2,HE regression_genotype_covariate,no,Gemma2-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
419,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.009516082,83369.2,HE regression_genotype_covariate_pca,no,Gemma2-Heritability,gastro_oesophageal_reflux_gord_gastric_reflux,0.0,0.0,,,,,
420,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.06543478,169812.2,HE regression_genotype,yes,Gemma2-Heritability,migraine,0.0,0.0,,,,,
421,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0638260599999999,169812.2,HE regression_genotype_covariate,yes,Gemma2-Heritability,migraine,0.0,0.0,,,,,
422,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0650382,169812.2,HE regression_genotype_covariate_pca,yes,Gemma2-Heritability,migraine,0.0,0.0,,,,,
423,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.0019759979999999,535176.6,HE regression_genotype,no,Gemma2-Heritability,migraine,0.0,0.0,,,,,
424,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.001949324,535176.6,HE regression_genotype_covariate,no,Gemma2-Heritability,migraine,0.0,0.0,,,,,
425,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.001970484,535176.6,HE regression_genotype_covariate_pca,no,Gemma2-Heritability,migraine,0.0,0.0,,,,,
426,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.199044,169925.8,HE regression_genotype,yes,Gemma2-Heritability,SampleData1,0.0,0.0,,,,,
427,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1700776,169925.8,HE regression_genotype_covariate,yes,Gemma2-Heritability,SampleData1,0.0,0.0,,,,,
428,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.4477259999999999,169925.8,HE regression_genotype_covariate_pca,yes,Gemma2-Heritability,SampleData1,0.0,0.0,,,,,
429,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.2589918,492271.6,HE regression_genotype,no,Gemma2-Heritability,SampleData1,0.0,0.0,,,,,
430,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.2425923999999999,492271.6,HE regression_genotype_covariate,no,Gemma2-Heritability,SampleData1,0.0,0.0,,,,,
431,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.7453993999999999,492271.6,HE regression_genotype_covariate_pca,no,Gemma2-Heritability,SampleData1,0.0,0.0,,,,,
432,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.1255609,27515.0,REML AI algorithm_genotype,yes,Gemma-LDSC-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
433,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.70589466,27515.0,REML AI algorithm_genotype_covariate,yes,Gemma-LDSC-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
434,1.0,0.1,200.0,200.0,50.0,0.25,6.0,2.7353078,27515.0,REML AI algorithm_genotype_covariate_pca,yes,Gemma-LDSC-Heritability,body_mass_index_bmi,0.0,0.0,,,,,
435,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1358925999999999,25824.2,REML AI algorithm_genotype,yes,Gemma-LDSC-Heritability,hypertension,0.0,0.0,,,,,
436,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1346843999999999,25824.2,REML AI algorithm_genotype_covariate,yes,Gemma-LDSC-Heritability,hypertension,0.0,0.0,,,,,
437,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.1372244,25824.2,REML AI algorithm_genotype_covariate_pca,yes,Gemma-LDSC-Heritability,hypertension,0.0,0.0,,,,,
438,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.07275566,168683.8,REML AI algorithm_genotype,yes,Gemma-LDSC-Heritability,depression,0.0,0.0,,,,,
439,1.0,0.1,200.0,200.0,50.0,0.25,6.0,-0.2008433799999999,168683.8,REML AI algorithm_genotype_covariate,yes,Gemma-LDSC-Heritability,depression,0.0,0.0,,,,,
440,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.094397726,168683.8,REML AI algorithm_genotype_covariate_pca,yes,Gemma-LDSC-Heritability,depression,0.0,0.0,,,,,
441,1.0,0.1,200.0,200.0,50.0,0.25,6.0,0.04100932,27198.2,REML AI algorithm_genotype,yes,Gemma-LDSC-Heritability,asthma,0.0,0.0,,,,,
